redemption_id,resident_id,redeemed_date,merchant,merchant_category,voucher_value_sgd,healthpoints_spent
EV000457,RESIDENT_00271,2026-04-25,Watsons,Health & Beauty,5,500
EV001359,RESIDENT_00795,2026-05-07,Decathlon,Sports,5,500
EV000526,RESIDENT_00308,2026-05-19,Watsons,Health & Beauty,2,200
EV000558,RESIDENT_00327,2026-06-12,NTUC FairPrice,Groceries,10,1000
EV001540,RESIDENT_00889,2026-05-07,Decathlon,Sports,10,1000
EV001897,RESIDENT_01098,2026-05-22,NTUC FairPrice,Groceries,5,500
EV001107,RESIDENT_00658,2026-06-26,Decathlon,Sports,5,500
EV001340,RESIDENT_00788,2026-05-08,Guardian,Health & Beauty,2,200
EV002099,RESIDENT_01214,2026-06-10,Decathlon,Sports,10,1000
EV002250,RESIDENT_01293,2026-06-14,Watsons,Health & Beauty,10,1000
EV000459,RESIDENT_00271,2026-04-28,Decathlon,Sports,5,500
EV000437,RESIDENT_00257,2026-05-05,Cold Storage,Groceries,2,200
EV000550,RESIDENT_00322,2026-04-19,NTUC FairPrice,Groceries,15,1500
EV000367,RESIDENT_00212,2026-04-01,Decathlon,Sports,10,1000
EV000924,RESIDENT_00546,2026-06-28,NTUC FairPrice,Groceries,5,500
EV000626,RESIDENT_00368,2026-06-29,NTUC FairPrice,Groceries,2,200
EV002291,RESIDENT_01318,2026-05-13,Watsons,Health & Beauty,10,1000
EV002427,RESIDENT_01401,2026-06-19,Watsons,Health & Beauty,5,500
EV000099,RESIDENT_00056,2026-06-03,Cold Storage,Groceries,5,500
EV001725,RESIDENT_00983,2026-05-07,Decathlon,Sports,10,1000
EV000207,RESIDENT_00117,2026-05-02,Sheng Siong,Groceries,15,1500
EV001626,RESIDENT_00937,2026-05-05,Kopitiam,Food & Beverage,10,1000
EV000754,RESIDENT_00443,2026-06-28,Sheng Siong,Groceries,5,500
EV001668,RESIDENT_00956,2026-06-26,Kopitiam,Food & Beverage,2,200
EV001703,RESIDENT_00973,2026-04-05,Watsons,Health & Beauty,2,200
EV002327,RESIDENT_01338,2026-04-23,Sheng Siong,Groceries,2,200
EV001675,RESIDENT_00959,2026-06-16,Watsons,Health & Beauty,10,1000
EV001278,RESIDENT_00754,2026-04-02,Sheng Siong,Groceries,5,500
EV002517,RESIDENT_01467,2026-05-27,Sheng Siong,Groceries,10,1000
EV001148,RESIDENT_00681,2026-05-28,Guardian,Health & Beauty,10,1000
EV000053,RESIDENT_00025,2026-04-12,NTUC FairPrice,Groceries,5,500
EV001914,RESIDENT_01110,2026-05-20,NTUC FairPrice,Groceries,10,1000
EV001565,RESIDENT_00905,2026-06-20,Guardian,Health & Beauty,10,1000
EV000327,RESIDENT_00194,2026-06-04,Cold Storage,Groceries,5,500
EV001926,RESIDENT_01118,2026-06-10,Cold Storage,Groceries,10,1000
EV000406,RESIDENT_00240,2026-06-01,Kopitiam,Food & Beverage,5,500
EV000427,RESIDENT_00253,2026-04-21,Sheng Siong,Groceries,10,1000
EV002200,RESIDENT_01267,2026-04-14,Kopitiam,Food & Beverage,5,500
EV000673,RESIDENT_00398,2026-06-04,Sheng Siong,Groceries,10,1000
EV000179,RESIDENT_00102,2026-04-28,Kopitiam,Food & Beverage,10,1000
EV002418,RESIDENT_01396,2026-05-25,Watsons,Health & Beauty,15,1500
EV002344,RESIDENT_01353,2026-06-14,Watsons,Health & Beauty,5,500
EV001762,RESIDENT_01013,2026-05-16,NTUC FairPrice,Groceries,15,1500
EV002209,RESIDENT_01271,2026-06-16,Decathlon,Sports,2,200
EV001876,RESIDENT_01083,2026-04-23,Kopitiam,Food & Beverage,15,1500
EV002428,RESIDENT_01404,2026-06-22,Decathlon,Sports,10,1000
EV001538,RESIDENT_00888,2026-06-05,Sheng Siong,Groceries,5,500
EV000265,RESIDENT_00151,2026-04-30,NTUC FairPrice,Groceries,10,1000
EV002148,RESIDENT_01247,2026-06-25,Guardian,Health & Beauty,5,500
EV002450,RESIDENT_01420,2026-04-29,Guardian,Health & Beauty,2,200
EV001524,RESIDENT_00882,2026-05-28,Watsons,Health & Beauty,10,1000
EV002356,RESIDENT_01363,2026-05-12,Watsons,Health & Beauty,2,200
EV002205,RESIDENT_01269,2026-05-03,Watsons,Health & Beauty,15,1500
EV001258,RESIDENT_00743,2026-06-10,Cold Storage,Groceries,15,1500
EV000738,RESIDENT_00436,2026-06-14,Sheng Siong,Groceries,5,500
EV000975,RESIDENT_00578,2026-05-09,Guardian,Health & Beauty,5,500
EV001674,RESIDENT_00959,2026-06-18,NTUC FairPrice,Groceries,15,1500
EV000088,RESIDENT_00048,2026-06-13,Cold Storage,Groceries,15,1500
EV000536,RESIDENT_00312,2026-04-16,Decathlon,Sports,2,200
EV001879,RESIDENT_01085,2026-04-12,NTUC FairPrice,Groceries,5,500
EV000416,RESIDENT_00243,2026-04-16,Sheng Siong,Groceries,5,500
EV000370,RESIDENT_00214,2026-05-23,NTUC FairPrice,Groceries,15,1500
EV002549,RESIDENT_01488,2026-05-24,Watsons,Health & Beauty,5,500
EV000839,RESIDENT_00493,2026-04-23,Kopitiam,Food & Beverage,5,500
EV001043,RESIDENT_00616,2026-04-13,Cold Storage,Groceries,15,1500
EV002295,RESIDENT_01319,2026-04-28,Watsons,Health & Beauty,10,1000
EV002134,RESIDENT_01236,2026-05-31,Sheng Siong,Groceries,10,1000
EV001868,RESIDENT_01078,2026-05-31,NTUC FairPrice,Groceries,10,1000
EV000010,RESIDENT_00004,2026-04-27,Guardian,Health & Beauty,10,1000
EV002013,RESIDENT_01160,2026-04-18,Decathlon,Sports,2,200
EV000093,RESIDENT_00051,2026-06-04,Guardian,Health & Beauty,10,1000
EV000113,RESIDENT_00067,2026-06-20,Guardian,Health & Beauty,5,500
EV001090,RESIDENT_00646,2026-05-30,Guardian,Health & Beauty,15,1500
EV001087,RESIDENT_00644,2026-05-24,Guardian,Health & Beauty,2,200
EV000212,RESIDENT_00122,2026-06-30,NTUC FairPrice,Groceries,10,1000
EV001416,RESIDENT_00826,2026-06-04,Cold Storage,Groceries,5,500
EV001490,RESIDENT_00868,2026-04-14,Cold Storage,Groceries,5,500
EV001903,RESIDENT_01102,2026-05-28,Cold Storage,Groceries,5,500
EV002302,RESIDENT_01325,2026-06-27,Sheng Siong,Groceries,10,1000
EV002493,RESIDENT_01449,2026-06-24,Guardian,Health & Beauty,2,200
EV000254,RESIDENT_00149,2026-04-20,NTUC FairPrice,Groceries,10,1000
EV000779,RESIDENT_00455,2026-04-02,NTUC FairPrice,Groceries,2,200
EV001206,RESIDENT_00710,2026-05-05,Kopitiam,Food & Beverage,10,1000
EV000024,RESIDENT_00014,2026-04-09,Watsons,Health & Beauty,5,500
EV001838,RESIDENT_01054,2026-04-14,Guardian,Health & Beauty,10,1000
EV001021,RESIDENT_00601,2026-06-21,Cold Storage,Groceries,2,200
EV000197,RESIDENT_00110,2026-06-20,Kopitiam,Food & Beverage,5,500
EV002078,RESIDENT_01202,2026-05-09,Cold Storage,Groceries,15,1500
EV000816,RESIDENT_00474,2026-06-16,Decathlon,Sports,5,500
EV002391,RESIDENT_01382,2026-05-16,NTUC FairPrice,Groceries,5,500
EV002330,RESIDENT_01339,2026-05-22,NTUC FairPrice,Groceries,10,1000
EV000772,RESIDENT_00450,2026-05-20,NTUC FairPrice,Groceries,15,1500
EV001441,RESIDENT_00836,2026-06-07,Guardian,Health & Beauty,15,1500
EV000466,RESIDENT_00275,2026-04-10,Kopitiam,Food & Beverage,10,1000
EV001523,RESIDENT_00881,2026-04-17,Sheng Siong,Groceries,2,200
EV001881,RESIDENT_01086,2026-04-25,Guardian,Health & Beauty,5,500
EV001280,RESIDENT_00754,2026-04-30,NTUC FairPrice,Groceries,10,1000
EV001395,RESIDENT_00813,2026-06-04,Kopitiam,Food & Beverage,15,1500
EV001611,RESIDENT_00930,2026-06-12,Sheng Siong,Groceries,5,500
EV002159,RESIDENT_01253,2026-06-12,Decathlon,Sports,15,1500
EV000201,RESIDENT_00113,2026-06-10,NTUC FairPrice,Groceries,5,500
EV001065,RESIDENT_00631,2026-05-17,Watsons,Health & Beauty,2,200
EV001886,RESIDENT_01091,2026-05-06,Cold Storage,Groceries,10,1000
EV000666,RESIDENT_00391,2026-06-20,Cold Storage,Groceries,5,500
EV000366,RESIDENT_00210,2026-04-06,Kopitiam,Food & Beverage,5,500
EV001063,RESIDENT_00629,2026-04-02,Decathlon,Sports,10,1000
EV002445,RESIDENT_01417,2026-06-12,Kopitiam,Food & Beverage,2,200
EV002145,RESIDENT_01246,2026-04-05,Guardian,Health & Beauty,10,1000
EV000415,RESIDENT_00243,2026-05-27,Cold Storage,Groceries,2,200
EV000487,RESIDENT_00286,2026-06-30,Sheng Siong,Groceries,10,1000
EV001143,RESIDENT_00678,2026-06-13,Cold Storage,Groceries,2,200
EV002321,RESIDENT_01334,2026-06-17,Guardian,Health & Beauty,5,500
EV000996,RESIDENT_00586,2026-06-03,Cold Storage,Groceries,5,500
EV000300,RESIDENT_00174,2026-04-02,Guardian,Health & Beauty,5,500
EV000469,RESIDENT_00277,2026-05-22,NTUC FairPrice,Groceries,2,200
EV000162,RESIDENT_00091,2026-05-27,Kopitiam,Food & Beverage,15,1500
EV001012,RESIDENT_00598,2026-06-02,Guardian,Health & Beauty,15,1500
EV002464,RESIDENT_01429,2026-05-06,Sheng Siong,Groceries,10,1000
EV001640,RESIDENT_00940,2026-06-23,Guardian,Health & Beauty,5,500
EV000936,RESIDENT_00552,2026-04-06,Cold Storage,Groceries,5,500
EV001024,RESIDENT_00603,2026-05-02,Sheng Siong,Groceries,10,1000
EV001690,RESIDENT_00967,2026-05-08,Kopitiam,Food & Beverage,10,1000
EV000451,RESIDENT_00266,2026-05-28,Watsons,Health & Beauty,10,1000
EV001208,RESIDENT_00711,2026-04-23,Cold Storage,Groceries,15,1500
EV000787,RESIDENT_00460,2026-04-25,NTUC FairPrice,Groceries,10,1000
EV001438,RESIDENT_00835,2026-05-01,Sheng Siong,Groceries,2,200
EV001004,RESIDENT_00590,2026-05-23,NTUC FairPrice,Groceries,10,1000
EV000243,RESIDENT_00143,2026-06-28,Guardian,Health & Beauty,5,500
EV000067,RESIDENT_00035,2026-06-08,Guardian,Health & Beauty,15,1500
EV001059,RESIDENT_00626,2026-04-20,Sheng Siong,Groceries,5,500
EV001034,RESIDENT_00609,2026-04-02,Kopitiam,Food & Beverage,5,500
EV000746,RESIDENT_00438,2026-06-21,Sheng Siong,Groceries,10,1000
EV002510,RESIDENT_01463,2026-05-30,Watsons,Health & Beauty,15,1500
EV001125,RESIDENT_00665,2026-05-29,NTUC FairPrice,Groceries,15,1500
EV001964,RESIDENT_01140,2026-05-01,Watsons,Health & Beauty,5,500
EV000287,RESIDENT_00163,2026-06-26,Guardian,Health & Beauty,2,200
EV000699,RESIDENT_00413,2026-04-27,Guardian,Health & Beauty,10,1000
EV001010,RESIDENT_00595,2026-06-14,Cold Storage,Groceries,10,1000
EV000163,RESIDENT_00092,2026-04-12,NTUC FairPrice,Groceries,5,500
EV002170,RESIDENT_01257,2026-04-26,Cold Storage,Groceries,10,1000
EV001054,RESIDENT_00625,2026-04-08,Decathlon,Sports,15,1500
EV000386,RESIDENT_00231,2026-04-14,Sheng Siong,Groceries,5,500
EV001097,RESIDENT_00652,2026-05-10,Cold Storage,Groceries,15,1500
EV002558,RESIDENT_01494,2026-05-26,Guardian,Health & Beauty,15,1500
EV002410,RESIDENT_01390,2026-04-07,Cold Storage,Groceries,10,1000
EV000078,RESIDENT_00044,2026-05-27,Sheng Siong,Groceries,5,500
EV002434,RESIDENT_01408,2026-05-20,NTUC FairPrice,Groceries,10,1000
EV001678,RESIDENT_00959,2026-05-01,Kopitiam,Food & Beverage,5,500
EV000056,RESIDENT_00025,2026-04-02,NTUC FairPrice,Groceries,10,1000
EV001793,RESIDENT_01033,2026-06-10,Sheng Siong,Groceries,5,500
EV000285,RESIDENT_00163,2026-06-26,NTUC FairPrice,Groceries,5,500
EV001677,RESIDENT_00959,2026-06-23,Decathlon,Sports,2,200
EV000910,RESIDENT_00539,2026-06-11,Sheng Siong,Groceries,2,200
EV001260,RESIDENT_00747,2026-04-19,Cold Storage,Groceries,5,500
EV000482,RESIDENT_00283,2026-05-05,NTUC FairPrice,Groceries,5,500
EV002127,RESIDENT_01231,2026-05-05,NTUC FairPrice,Groceries,2,200
EV000567,RESIDENT_00332,2026-04-27,Cold Storage,Groceries,15,1500
EV001151,RESIDENT_00682,2026-06-27,NTUC FairPrice,Groceries,5,500
EV000404,RESIDENT_00239,2026-06-29,Watsons,Health & Beauty,10,1000
EV001539,RESIDENT_00889,2026-05-31,Cold Storage,Groceries,5,500
EV001076,RESIDENT_00636,2026-05-07,Sheng Siong,Groceries,10,1000
EV000885,RESIDENT_00525,2026-05-12,Kopitiam,Food & Beverage,5,500
EV001398,RESIDENT_00814,2026-06-20,Kopitiam,Food & Beverage,5,500
EV002414,RESIDENT_01394,2026-05-02,Guardian,Health & Beauty,5,500
EV002212,RESIDENT_01274,2026-04-21,Cold Storage,Groceries,10,1000
EV002061,RESIDENT_01192,2026-06-20,Sheng Siong,Groceries,5,500
EV002297,RESIDENT_01323,2026-05-16,Decathlon,Sports,10,1000
EV000455,RESIDENT_00269,2026-06-09,Cold Storage,Groceries,2,200
EV002388,RESIDENT_01381,2026-05-13,Kopitiam,Food & Beverage,15,1500
EV000128,RESIDENT_00076,2026-06-21,Decathlon,Sports,2,200
EV000116,RESIDENT_00069,2026-05-29,Guardian,Health & Beauty,10,1000
EV000400,RESIDENT_00238,2026-06-19,NTUC FairPrice,Groceries,15,1500
EV001803,RESIDENT_01038,2026-06-29,Cold Storage,Groceries,5,500
EV001560,RESIDENT_00902,2026-06-12,Watsons,Health & Beauty,5,500
EV001787,RESIDENT_01029,2026-06-29,Guardian,Health & Beauty,5,500
EV000731,RESIDENT_00433,2026-06-29,Kopitiam,Food & Beverage,2,200
EV000107,RESIDENT_00063,2026-06-23,Decathlon,Sports,5,500
EV002298,RESIDENT_01323,2026-05-03,Decathlon,Sports,2,200
EV002010,RESIDENT_01159,2026-04-24,Decathlon,Sports,15,1500
EV001618,RESIDENT_00933,2026-06-23,Watsons,Health & Beauty,5,500
EV000398,RESIDENT_00237,2026-06-30,Watsons,Health & Beauty,10,1000
EV002175,RESIDENT_01259,2026-05-09,NTUC FairPrice,Groceries,15,1500
EV001544,RESIDENT_00892,2026-06-25,NTUC FairPrice,Groceries,5,500
EV002133,RESIDENT_01236,2026-06-19,Decathlon,Sports,2,200
EV000747,RESIDENT_00438,2026-05-30,Guardian,Health & Beauty,10,1000
EV002406,RESIDENT_01389,2026-05-24,Sheng Siong,Groceries,5,500
EV001247,RESIDENT_00737,2026-05-28,Decathlon,Sports,15,1500
EV001091,RESIDENT_00646,2026-04-08,Kopitiam,Food & Beverage,10,1000
EV000238,RESIDENT_00139,2026-05-12,Decathlon,Sports,5,500
EV000422,RESIDENT_00249,2026-04-19,Watsons,Health & Beauty,10,1000
EV000954,RESIDENT_00567,2026-05-20,NTUC FairPrice,Groceries,10,1000
EV002351,RESIDENT_01358,2026-04-18,Sheng Siong,Groceries,5,500
EV000294,RESIDENT_00168,2026-04-07,Watsons,Health & Beauty,15,1500
EV002375,RESIDENT_01373,2026-05-31,Cold Storage,Groceries,10,1000
EV000360,RESIDENT_00208,2026-04-15,Guardian,Health & Beauty,10,1000
EV000004,RESIDENT_00002,2026-06-25,Guardian,Health & Beauty,5,500
EV001572,RESIDENT_00908,2026-05-23,Watsons,Health & Beauty,10,1000
EV000509,RESIDENT_00298,2026-05-31,Sheng Siong,Groceries,5,500
EV001860,RESIDENT_01074,2026-04-17,Sheng Siong,Groceries,10,1000
EV000143,RESIDENT_00083,2026-04-17,NTUC FairPrice,Groceries,10,1000
EV001754,RESIDENT_01008,2026-06-06,Kopitiam,Food & Beverage,5,500
EV001402,RESIDENT_00817,2026-06-25,Kopitiam,Food & Beverage,15,1500
EV000931,RESIDENT_00550,2026-06-09,Guardian,Health & Beauty,10,1000
EV000029,RESIDENT_00016,2026-06-10,Cold Storage,Groceries,2,200
EV000032,RESIDENT_00018,2026-04-24,Guardian,Health & Beauty,2,200
EV002446,RESIDENT_01417,2026-04-10,NTUC FairPrice,Groceries,2,200
EV001407,RESIDENT_00818,2026-06-30,NTUC FairPrice,Groceries,2,200
EV002163,RESIDENT_01254,2026-04-21,Cold Storage,Groceries,5,500
EV001274,RESIDENT_00753,2026-05-29,Cold Storage,Groceries,10,1000
EV002293,RESIDENT_01319,2026-05-26,Watsons,Health & Beauty,10,1000
EV001976,RESIDENT_01146,2026-05-14,Decathlon,Sports,2,200
EV001481,RESIDENT_00861,2026-06-11,Cold Storage,Groceries,10,1000
EV000034,RESIDENT_00019,2026-05-06,Guardian,Health & Beauty,10,1000
EV002448,RESIDENT_01418,2026-06-20,Cold Storage,Groceries,5,500
EV000560,RESIDENT_00328,2026-06-01,Sheng Siong,Groceries,2,200
EV001980,RESIDENT_01147,2026-05-27,Cold Storage,Groceries,5,500
EV000821,RESIDENT_00476,2026-05-19,Cold Storage,Groceries,2,200
EV002502,RESIDENT_01459,2026-06-26,Guardian,Health & Beauty,10,1000
EV001812,RESIDENT_01044,2026-04-05,Guardian,Health & Beauty,10,1000
EV000042,RESIDENT_00022,2026-04-10,Cold Storage,Groceries,5,500
EV002363,RESIDENT_01365,2026-04-04,Sheng Siong,Groceries,10,1000
EV000639,RESIDENT_00378,2026-06-17,Guardian,Health & Beauty,15,1500
EV000869,RESIDENT_00518,2026-04-16,Watsons,Health & Beauty,5,500
EV000682,RESIDENT_00405,2026-06-15,Decathlon,Sports,15,1500
EV000579,RESIDENT_00339,2026-05-23,Decathlon,Sports,15,1500
EV001336,RESIDENT_00786,2026-04-25,Watsons,Health & Beauty,2,200
EV002525,RESIDENT_01473,2026-05-04,Guardian,Health & Beauty,5,500
EV001633,RESIDENT_00938,2026-04-14,Cold Storage,Groceries,5,500
EV000430,RESIDENT_00255,2026-05-11,Decathlon,Sports,10,1000
EV000333,RESIDENT_00197,2026-06-11,NTUC FairPrice,Groceries,10,1000
EV001837,RESIDENT_01053,2026-06-25,Sheng Siong,Groceries,5,500
EV002157,RESIDENT_01252,2026-05-05,Guardian,Health & Beauty,10,1000
EV000418,RESIDENT_00245,2026-04-17,Watsons,Health & Beauty,15,1500
EV000376,RESIDENT_00226,2026-06-11,Cold Storage,Groceries,2,200
EV002093,RESIDENT_01209,2026-05-01,NTUC FairPrice,Groceries,2,200
EV001295,RESIDENT_00761,2026-06-28,Cold Storage,Groceries,5,500
EV001601,RESIDENT_00926,2026-05-28,Sheng Siong,Groceries,2,200
EV000896,RESIDENT_00532,2026-04-21,Kopitiam,Food & Beverage,10,1000
EV002520,RESIDENT_01469,2026-05-05,Kopitiam,Food & Beverage,5,500
EV001830,RESIDENT_01050,2026-05-31,Decathlon,Sports,10,1000
EV002079,RESIDENT_01202,2026-05-30,NTUC FairPrice,Groceries,10,1000
EV000138,RESIDENT_00081,2026-06-14,NTUC FairPrice,Groceries,15,1500
EV000566,RESIDENT_00331,2026-05-08,Decathlon,Sports,5,500
EV002162,RESIDENT_01254,2026-06-02,Watsons,Health & Beauty,10,1000
EV001391,RESIDENT_00811,2026-04-22,Watsons,Health & Beauty,5,500
EV001779,RESIDENT_01022,2026-06-29,Watsons,Health & Beauty,15,1500
EV001008,RESIDENT_00591,2026-06-23,Decathlon,Sports,2,200
EV001669,RESIDENT_00956,2026-05-15,NTUC FairPrice,Groceries,10,1000
EV001576,RESIDENT_00912,2026-06-03,NTUC FairPrice,Groceries,10,1000
EV000204,RESIDENT_00116,2026-05-28,Guardian,Health & Beauty,15,1500
EV001057,RESIDENT_00625,2026-06-07,Kopitiam,Food & Beverage,2,200
EV001512,RESIDENT_00876,2026-05-15,Sheng Siong,Groceries,2,200
EV001482,RESIDENT_00861,2026-04-26,NTUC FairPrice,Groceries,5,500
EV001451,RESIDENT_00839,2026-06-19,Sheng Siong,Groceries,5,500
EV002564,RESIDENT_01497,2026-05-14,Kopitiam,Food & Beverage,5,500
EV002372,RESIDENT_01371,2026-04-29,Kopitiam,Food & Beverage,10,1000
EV000819,RESIDENT_00474,2026-06-21,Kopitiam,Food & Beverage,5,500
EV000715,RESIDENT_00421,2026-06-13,NTUC FairPrice,Groceries,15,1500
EV001871,RESIDENT_01080,2026-04-22,Cold Storage,Groceries,2,200
EV000353,RESIDENT_00204,2026-05-26,Sheng Siong,Groceries,5,500
EV001311,RESIDENT_00774,2026-06-11,Watsons,Health & Beauty,10,1000
EV000452,RESIDENT_00266,2026-06-06,NTUC FairPrice,Groceries,2,200
EV002383,RESIDENT_01379,2026-06-19,Sheng Siong,Groceries,10,1000
EV002101,RESIDENT_01215,2026-04-20,NTUC FairPrice,Groceries,5,500
EV001035,RESIDENT_00609,2026-04-09,Decathlon,Sports,10,1000
EV000789,RESIDENT_00461,2026-04-15,Watsons,Health & Beauty,5,500
EV001639,RESIDENT_00940,2026-04-17,Kopitiam,Food & Beverage,5,500
EV002076,RESIDENT_01200,2026-06-10,Cold Storage,Groceries,5,500
EV001171,RESIDENT_00692,2026-05-25,Decathlon,Sports,15,1500
EV000722,RESIDENT_00424,2026-05-23,NTUC FairPrice,Groceries,10,1000
EV000345,RESIDENT_00201,2026-05-05,Sheng Siong,Groceries,15,1500
EV002557,RESIDENT_01494,2026-05-05,Watsons,Health & Beauty,2,200
EV001319,RESIDENT_00777,2026-06-06,Watsons,Health & Beauty,15,1500
EV001711,RESIDENT_00975,2026-06-18,Cold Storage,Groceries,10,1000
EV001285,RESIDENT_00755,2026-05-29,Sheng Siong,Groceries,15,1500
EV000980,RESIDENT_00579,2026-05-24,Guardian,Health & Beauty,10,1000
EV002402,RESIDENT_01388,2026-05-09,Cold Storage,Groceries,2,200
EV000384,RESIDENT_00231,2026-05-12,Guardian,Health & Beauty,5,500
EV001582,RESIDENT_00916,2026-04-24,Sheng Siong,Groceries,10,1000
EV000907,RESIDENT_00538,2026-06-09,Sheng Siong,Groceries,5,500
EV000518,RESIDENT_00304,2026-04-12,Guardian,Health & Beauty,5,500
EV000014,RESIDENT_00007,2026-04-23,Cold Storage,Groceries,15,1500
EV001447,RESIDENT_00838,2026-04-04,Watsons,Health & Beauty,15,1500
EV001445,RESIDENT_00837,2026-06-10,Decathlon,Sports,5,500
EV000134,RESIDENT_00078,2026-05-29,Guardian,Health & Beauty,5,500
EV002223,RESIDENT_01283,2026-05-28,Watsons,Health & Beauty,5,500
EV000075,RESIDENT_00043,2026-06-23,Decathlon,Sports,15,1500
EV001121,RESIDENT_00665,2026-06-10,Cold Storage,Groceries,5,500
EV000133,RESIDENT_00078,2026-05-27,Sheng Siong,Groceries,5,500
EV000483,RESIDENT_00283,2026-04-10,Kopitiam,Food & Beverage,5,500
EV001303,RESIDENT_00768,2026-06-02,Guardian,Health & Beauty,15,1500
EV001534,RESIDENT_00886,2026-05-24,Watsons,Health & Beauty,2,200
EV000161,RESIDENT_00091,2026-05-26,Kopitiam,Food & Beverage,2,200
EV001230,RESIDENT_00724,2026-05-26,Watsons,Health & Beauty,15,1500
EV002037,RESIDENT_01175,2026-04-14,Watsons,Health & Beauty,15,1500
EV002523,RESIDENT_01473,2026-05-09,NTUC FairPrice,Groceries,10,1000
EV002236,RESIDENT_01288,2026-05-11,NTUC FairPrice,Groceries,10,1000
EV001822,RESIDENT_01048,2026-05-22,Kopitiam,Food & Beverage,10,1000
EV001761,RESIDENT_01013,2026-05-08,Sheng Siong,Groceries,5,500
EV002442,RESIDENT_01416,2026-04-19,Guardian,Health & Beauty,15,1500
EV002278,RESIDENT_01310,2026-05-19,Guardian,Health & Beauty,2,200
EV002329,RESIDENT_01338,2026-05-18,Decathlon,Sports,10,1000
EV000569,RESIDENT_00332,2026-05-08,Kopitiam,Food & Beverage,10,1000
EV001649,RESIDENT_00945,2026-06-29,Decathlon,Sports,5,500
EV001870,RESIDENT_01079,2026-05-21,Watsons,Health & Beauty,10,1000
EV001392,RESIDENT_00811,2026-05-28,Cold Storage,Groceries,5,500
EV002292,RESIDENT_01318,2026-06-30,Guardian,Health & Beauty,10,1000
EV001003,RESIDENT_00589,2026-04-11,Guardian,Health & Beauty,10,1000
EV000258,RESIDENT_00150,2026-06-18,Kopitiam,Food & Beverage,5,500
EV001799,RESIDENT_01035,2026-04-26,NTUC FairPrice,Groceries,5,500
EV001040,RESIDENT_00614,2026-05-27,Cold Storage,Groceries,5,500
EV001519,RESIDENT_00880,2026-05-20,NTUC FairPrice,Groceries,5,500
EV000886,RESIDENT_00525,2026-05-17,NTUC FairPrice,Groceries,10,1000
EV000083,RESIDENT_00045,2026-04-30,Decathlon,Sports,5,500
EV001898,RESIDENT_01100,2026-06-18,Cold Storage,Groceries,5,500
EV001686,RESIDENT_00966,2026-04-08,Guardian,Health & Beauty,10,1000
EV001664,RESIDENT_00954,2026-06-07,Kopitiam,Food & Beverage,5,500
EV001960,RESIDENT_01139,2026-04-24,Decathlon,Sports,10,1000
EV001706,RESIDENT_00974,2026-06-15,NTUC FairPrice,Groceries,10,1000
EV000941,RESIDENT_00556,2026-06-15,Watsons,Health & Beauty,10,1000
EV002085,RESIDENT_01204,2026-06-01,Kopitiam,Food & Beverage,2,200
EV000044,RESIDENT_00022,2026-05-06,Watsons,Health & Beauty,10,1000
EV000490,RESIDENT_00289,2026-04-26,Guardian,Health & Beauty,15,1500
EV001240,RESIDENT_00734,2026-06-29,Sheng Siong,Groceries,5,500
EV001994,RESIDENT_01152,2026-06-29,Kopitiam,Food & Beverage,10,1000
EV000769,RESIDENT_00450,2026-05-22,Kopitiam,Food & Beverage,10,1000
EV001820,RESIDENT_01047,2026-06-05,Sheng Siong,Groceries,5,500
EV001807,RESIDENT_01040,2026-06-29,Kopitiam,Food & Beverage,10,1000
EV002265,RESIDENT_01304,2026-06-29,Guardian,Health & Beauty,5,500
EV001828,RESIDENT_01050,2026-05-23,Sheng Siong,Groceries,5,500
EV000852,RESIDENT_00501,2026-06-06,Watsons,Health & Beauty,2,200
EV001961,RESIDENT_01139,2026-05-15,Guardian,Health & Beauty,2,200
EV001924,RESIDENT_01118,2026-06-04,Decathlon,Sports,2,200
EV000377,RESIDENT_00226,2026-06-11,Decathlon,Sports,5,500
EV000146,RESIDENT_00086,2026-05-29,Cold Storage,Groceries,5,500
EV001092,RESIDENT_00647,2026-06-25,NTUC FairPrice,Groceries,5,500
EV002376,RESIDENT_01373,2026-04-12,Guardian,Health & Beauty,10,1000
EV001420,RESIDENT_00827,2026-05-14,Guardian,Health & Beauty,10,1000
EV002311,RESIDENT_01329,2026-04-11,Sheng Siong,Groceries,10,1000
EV000531,RESIDENT_00310,2026-05-07,Watsons,Health & Beauty,2,200
EV001144,RESIDENT_00678,2026-06-14,NTUC FairPrice,Groceries,15,1500
EV001743,RESIDENT_00995,2026-04-22,Sheng Siong,Groceries,2,200
EV001345,RESIDENT_00789,2026-06-10,Kopitiam,Food & Beverage,5,500
EV000328,RESIDENT_00195,2026-04-24,Decathlon,Sports,5,500
EV001221,RESIDENT_00717,2026-04-10,Sheng Siong,Groceries,2,200
EV001726,RESIDENT_00983,2026-04-20,Cold Storage,Groceries,10,1000
EV002275,RESIDENT_01308,2026-04-03,NTUC FairPrice,Groceries,10,1000
EV000847,RESIDENT_00499,2026-06-04,Sheng Siong,Groceries,10,1000
EV000545,RESIDENT_00319,2026-04-05,Sheng Siong,Groceries,5,500
EV000263,RESIDENT_00151,2026-04-05,Watsons,Health & Beauty,10,1000
EV000474,RESIDENT_00279,2026-04-11,NTUC FairPrice,Groceries,5,500
EV000027,RESIDENT_00015,2026-04-20,Cold Storage,Groceries,5,500
