resident_id,log_date,meal_type,food_item,calories,healthier_choice_flag
RESIDENT_00811,2026-06-02,Lunch,Fruit bowl,121,Y
RESIDENT_00463,2026-06-09,Snack,Yong tau foo (soup),121,Y
RESIDENT_00007,2026-04-19,Dinner,Roti prata,724,N
RESIDENT_00788,2026-05-24,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_01014,2026-05-01,Snack,Wholegrain cereal,242,Y
RESIDENT_00073,2026-06-06,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00174,2026-05-01,Breakfast,Bubble tea,616,N
RESIDENT_01139,2026-05-11,Breakfast,Chicken rice,548,N
RESIDENT_00177,2026-06-28,Breakfast,Nasi lemak,620,N
RESIDENT_00798,2026-04-17,Breakfast,Thunder tea rice,199,Y
RESIDENT_01373,2026-04-06,Snack,Laksa,724,N
RESIDENT_00214,2026-04-12,Dinner,Thunder tea rice,247,Y
RESIDENT_01363,2026-04-16,Lunch,Oats & berries,389,Y
RESIDENT_00160,2026-05-22,Dinner,Char kway teow,460,N
RESIDENT_00016,2026-05-18,Breakfast,Wholegrain cereal,388,Y
RESIDENT_01219,2026-04-19,Lunch,Oats & berries,185,Y
RESIDENT_01033,2026-05-29,Dinner,Yong tau foo (soup),411,Y
RESIDENT_00297,2026-06-13,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00197,2026-06-21,Dinner,Salad bowl,374,Y
RESIDENT_00943,2026-05-15,Breakfast,Fried bee hoon,607,N
RESIDENT_00279,2026-05-23,Dinner,Oats & berries,373,Y
RESIDENT_01260,2026-04-19,Lunch,Laksa,803,N
RESIDENT_00941,2026-05-12,Breakfast,Yong tau foo (soup),303,Y
RESIDENT_00046,2026-05-23,Breakfast,Fruit bowl,172,Y
RESIDENT_01465,2026-04-14,Lunch,Yong tau foo (soup),329,Y
RESIDENT_00586,2026-05-06,Lunch,Laksa,545,N
RESIDENT_01338,2026-06-17,Breakfast,Steamed fish & veg,272,Y
RESIDENT_00975,2026-04-01,Lunch,Oats & berries,377,Y
RESIDENT_00132,2026-04-18,Lunch,Laksa,810,N
RESIDENT_00330,2026-06-05,Dinner,Thunder tea rice,164,Y
RESIDENT_00520,2026-05-01,Dinner,Chicken rice,571,N
RESIDENT_00011,2026-04-26,Breakfast,Char kway teow,467,N
RESIDENT_00916,2026-04-06,Dinner,Laksa,629,N
RESIDENT_00267,2026-04-25,Breakfast,Nasi lemak,590,N
RESIDENT_00761,2026-04-03,Breakfast,Nasi lemak,474,N
RESIDENT_00933,2026-06-02,Dinner,Oats & berries,123,Y
RESIDENT_00017,2026-05-09,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00014,2026-04-23,Breakfast,Yong tau foo (soup),270,Y
RESIDENT_00049,2026-05-15,Breakfast,Wholegrain cereal,257,Y
RESIDENT_00447,2026-04-26,Snack,Char kway teow,718,N
RESIDENT_00848,2026-05-11,Breakfast,Nasi lemak,614,N
RESIDENT_01337,2026-04-09,Lunch,Yong tau foo (soup),227,Y
RESIDENT_00648,2026-05-27,Breakfast,Chicken rice,492,N
RESIDENT_00309,2026-04-06,Dinner,Wholegrain cereal,302,Y
RESIDENT_00086,2026-06-22,Snack,Char kway teow,793,N
RESIDENT_00858,2026-06-30,Snack,Salad bowl,414,Y
RESIDENT_00625,2026-05-16,Breakfast,Roti prata,571,N
RESIDENT_00500,2026-05-28,Breakfast,Yong tau foo (soup),321,Y
RESIDENT_00991,2026-05-27,Breakfast,Chicken rice,595,N
RESIDENT_00224,2026-04-12,Snack,Roti prata,660,N
RESIDENT_00713,2026-04-14,Lunch,Laksa,666,N
RESIDENT_00982,2026-05-30,Dinner,Wholegrain cereal,408,Y
RESIDENT_00685,2026-06-05,Snack,Fried bee hoon,704,N
RESIDENT_00861,2026-05-31,Snack,Yong tau foo (soup),416,Y
RESIDENT_00566,2026-05-17,Snack,Fried bee hoon,805,N
RESIDENT_00029,2026-05-10,Dinner,Chicken rice,501,N
RESIDENT_00407,2026-05-21,Breakfast,Wholegrain cereal,272,Y
RESIDENT_01313,2026-05-11,Dinner,Fruit bowl,391,Y
RESIDENT_00845,2026-05-11,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00201,2026-04-05,Dinner,Fried bee hoon,771,N
RESIDENT_01056,2026-05-18,Snack,Fried bee hoon,819,N
RESIDENT_00917,2026-06-25,Lunch,Fruit bowl,131,Y
RESIDENT_00373,2026-04-28,Dinner,Char kway teow,778,N
RESIDENT_01338,2026-05-15,Lunch,Roti prata,832,N
RESIDENT_01038,2026-04-15,Dinner,Fruit bowl,224,Y
RESIDENT_00500,2026-05-31,Snack,Laksa,453,N
RESIDENT_00586,2026-05-12,Breakfast,Yong tau foo (soup),280,Y
RESIDENT_01090,2026-04-15,Lunch,Fruit bowl,315,Y
RESIDENT_00521,2026-04-25,Snack,Steamed fish & veg,268,Y
RESIDENT_00254,2026-05-12,Breakfast,Yong tau foo (soup),397,Y
RESIDENT_01146,2026-04-28,Snack,Thunder tea rice,281,Y
RESIDENT_00570,2026-04-17,Snack,Yong tau foo (soup),169,Y
RESIDENT_01164,2026-06-05,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_01320,2026-04-16,Breakfast,Bubble tea,780,N
RESIDENT_01497,2026-04-25,Snack,Char kway teow,710,N
RESIDENT_00522,2026-06-19,Breakfast,Yong tau foo (soup),180,Y
RESIDENT_01153,2026-06-08,Lunch,Fried bee hoon,728,N
RESIDENT_00560,2026-05-28,Lunch,Roti prata,498,N
RESIDENT_01124,2026-05-19,Dinner,Fried bee hoon,694,N
RESIDENT_01245,2026-04-27,Lunch,Chicken rice,833,N
RESIDENT_00875,2026-04-20,Snack,Roti prata,580,N
RESIDENT_00168,2026-04-25,Breakfast,Steamed fish & veg,245,Y
RESIDENT_00681,2026-06-28,Lunch,Nasi lemak,749,N
RESIDENT_01219,2026-06-24,Lunch,Steamed fish & veg,134,Y
RESIDENT_01126,2026-06-09,Lunch,Steamed fish & veg,281,Y
RESIDENT_01176,2026-05-05,Dinner,Oats & berries,304,Y
RESIDENT_01424,2026-05-18,Dinner,Thunder tea rice,268,Y
RESIDENT_00265,2026-06-10,Snack,Fruit bowl,248,Y
RESIDENT_00527,2026-04-02,Lunch,Laksa,797,N
RESIDENT_00757,2026-04-11,Lunch,Fried bee hoon,685,N
RESIDENT_00728,2026-04-21,Dinner,Roti prata,651,N
RESIDENT_00522,2026-04-29,Breakfast,Oats & berries,413,Y
RESIDENT_00493,2026-04-27,Lunch,Thunder tea rice,191,Y
RESIDENT_00983,2026-06-11,Breakfast,Chicken rice,627,N
RESIDENT_00257,2026-05-12,Snack,Yong tau foo (soup),159,Y
RESIDENT_00349,2026-04-28,Snack,Yong tau foo (soup),151,Y
RESIDENT_01401,2026-04-03,Lunch,Fried bee hoon,587,N
RESIDENT_01256,2026-05-20,Breakfast,Oats & berries,298,Y
RESIDENT_00774,2026-05-20,Breakfast,Bubble tea,729,N
RESIDENT_00123,2026-05-17,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00433,2026-04-29,Snack,Bubble tea,557,N
RESIDENT_00754,2026-05-31,Dinner,Salad bowl,262,Y
RESIDENT_00288,2026-05-20,Snack,Salad bowl,238,Y
RESIDENT_00613,2026-04-20,Dinner,Oats & berries,386,Y
RESIDENT_01147,2026-05-01,Breakfast,Fried bee hoon,747,N
RESIDENT_00974,2026-05-11,Lunch,Steamed fish & veg,310,Y
RESIDENT_00637,2026-06-05,Breakfast,Yong tau foo (soup),151,Y
RESIDENT_01453,2026-05-01,Snack,Fried bee hoon,645,N
RESIDENT_00531,2026-05-10,Dinner,Fried bee hoon,567,N
RESIDENT_01146,2026-05-31,Breakfast,Steamed fish & veg,133,Y
RESIDENT_01443,2026-04-16,Lunch,Oats & berries,152,Y
RESIDENT_00750,2026-04-11,Snack,Oats & berries,161,Y
RESIDENT_01075,2026-04-01,Snack,Wholegrain cereal,176,Y
RESIDENT_01368,2026-04-10,Snack,Yong tau foo (soup),414,Y
RESIDENT_01358,2026-04-02,Breakfast,Wholegrain cereal,369,Y
RESIDENT_00799,2026-05-25,Snack,Laksa,813,N
RESIDENT_00877,2026-06-20,Breakfast,Thunder tea rice,178,Y
RESIDENT_00806,2026-04-27,Lunch,Thunder tea rice,328,Y
RESIDENT_01235,2026-06-25,Snack,Chicken rice,656,N
RESIDENT_01216,2026-05-01,Lunch,Thunder tea rice,286,Y
RESIDENT_01252,2026-05-12,Dinner,Nasi lemak,456,N
RESIDENT_00161,2026-06-14,Breakfast,Salad bowl,308,Y
RESIDENT_01351,2026-04-15,Dinner,Char kway teow,541,N
RESIDENT_01415,2026-06-26,Snack,Steamed fish & veg,206,Y
RESIDENT_00978,2026-06-17,Dinner,Roti prata,575,N
RESIDENT_01053,2026-06-07,Breakfast,Bubble tea,700,N
RESIDENT_01401,2026-04-11,Breakfast,Wholegrain cereal,277,Y
RESIDENT_00343,2026-04-06,Breakfast,Nasi lemak,686,N
RESIDENT_00959,2026-05-17,Lunch,Chicken rice,746,N
RESIDENT_00500,2026-06-08,Dinner,Salad bowl,243,Y
RESIDENT_01183,2026-05-27,Snack,Wholegrain cereal,191,Y
RESIDENT_00707,2026-05-22,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00808,2026-04-23,Breakfast,Bubble tea,836,N
RESIDENT_01125,2026-05-02,Dinner,Fried bee hoon,469,N
RESIDENT_01382,2026-06-04,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00360,2026-06-26,Breakfast,Chicken rice,722,N
RESIDENT_00922,2026-04-17,Breakfast,Nasi lemak,849,N
RESIDENT_00233,2026-06-24,Snack,Steamed fish & veg,389,Y
RESIDENT_01074,2026-05-01,Breakfast,Yong tau foo (soup),181,Y
RESIDENT_01342,2026-06-12,Snack,Yong tau foo (soup),171,Y
RESIDENT_01052,2026-05-19,Dinner,Wholegrain cereal,125,Y
RESIDENT_01123,2026-06-23,Breakfast,Roti prata,535,N
RESIDENT_00560,2026-05-03,Dinner,Oats & berries,152,Y
RESIDENT_00610,2026-04-24,Lunch,Roti prata,589,N
RESIDENT_00538,2026-05-12,Lunch,Char kway teow,585,N
RESIDENT_01135,2026-05-22,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_00505,2026-06-28,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00940,2026-04-02,Breakfast,Wholegrain cereal,132,Y
RESIDENT_01029,2026-04-21,Breakfast,Fruit bowl,215,Y
RESIDENT_00579,2026-05-15,Lunch,Steamed fish & veg,187,Y
RESIDENT_01020,2026-04-12,Snack,Bubble tea,794,N
RESIDENT_00838,2026-06-04,Dinner,Yong tau foo (soup),145,Y
RESIDENT_01394,2026-06-20,Breakfast,Fried bee hoon,643,N
RESIDENT_00514,2026-05-26,Dinner,Chicken rice,482,N
RESIDENT_00389,2026-04-03,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_00320,2026-06-07,Dinner,Thunder tea rice,388,Y
RESIDENT_01305,2026-04-11,Breakfast,Fruit bowl,252,Y
RESIDENT_00210,2026-04-28,Snack,Yong tau foo (soup),413,Y
RESIDENT_00885,2026-05-11,Dinner,Yong tau foo (soup),389,Y
RESIDENT_00102,2026-04-23,Snack,Laksa,804,N
RESIDENT_00174,2026-06-01,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_01414,2026-04-15,Lunch,Nasi lemak,672,N
RESIDENT_00473,2026-05-30,Breakfast,Steamed fish & veg,164,Y
RESIDENT_01300,2026-06-11,Breakfast,Chicken rice,695,N
RESIDENT_00378,2026-05-22,Dinner,Laksa,503,N
RESIDENT_00866,2026-05-03,Snack,Salad bowl,206,Y
RESIDENT_01434,2026-04-08,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_01019,2026-04-05,Breakfast,Chicken rice,593,N
RESIDENT_00265,2026-04-13,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00406,2026-06-01,Snack,Laksa,512,N
RESIDENT_01466,2026-06-11,Dinner,Char kway teow,670,N
RESIDENT_00547,2026-06-24,Snack,Oats & berries,221,Y
RESIDENT_01372,2026-05-26,Snack,Thunder tea rice,308,Y
RESIDENT_00924,2026-05-30,Breakfast,Roti prata,477,N
RESIDENT_00228,2026-04-12,Breakfast,Wholegrain cereal,178,Y
RESIDENT_00081,2026-04-28,Breakfast,Salad bowl,211,Y
RESIDENT_00982,2026-06-02,Dinner,Laksa,591,N
RESIDENT_00677,2026-05-11,Lunch,Laksa,723,N
RESIDENT_00566,2026-05-28,Dinner,Oats & berries,179,Y
RESIDENT_01368,2026-04-06,Breakfast,Char kway teow,645,N
RESIDENT_01163,2026-05-16,Dinner,Fried bee hoon,698,N
RESIDENT_01205,2026-05-11,Dinner,Wholegrain cereal,234,Y
RESIDENT_00614,2026-04-10,Breakfast,Wholegrain cereal,367,Y
RESIDENT_00856,2026-06-17,Snack,Nasi lemak,646,N
RESIDENT_00356,2026-04-01,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_00521,2026-05-24,Snack,Steamed fish & veg,275,Y
RESIDENT_01108,2026-05-07,Dinner,Steamed fish & veg,258,Y
RESIDENT_00544,2026-04-14,Lunch,Chicken rice,620,N
RESIDENT_00902,2026-05-06,Breakfast,Wholegrain cereal,202,Y
RESIDENT_00816,2026-05-22,Breakfast,Roti prata,809,N
RESIDENT_00945,2026-05-11,Lunch,Fried bee hoon,501,N
RESIDENT_01493,2026-04-21,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00485,2026-05-07,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00453,2026-05-30,Dinner,Steamed fish & veg,239,Y
RESIDENT_00060,2026-04-17,Lunch,Roti prata,652,N
RESIDENT_00690,2026-04-22,Snack,Bubble tea,780,N
RESIDENT_00309,2026-04-04,Snack,Fruit bowl,179,Y
RESIDENT_00172,2026-04-29,Dinner,Nasi lemak,464,N
RESIDENT_00408,2026-04-21,Dinner,Salad bowl,227,Y
RESIDENT_01443,2026-05-21,Snack,Bubble tea,558,N
RESIDENT_00552,2026-05-12,Snack,Fried bee hoon,462,N
RESIDENT_00848,2026-04-08,Lunch,Oats & berries,278,Y
RESIDENT_00186,2026-06-13,Dinner,Thunder tea rice,389,Y
RESIDENT_00127,2026-05-13,Dinner,Fruit bowl,206,Y
RESIDENT_01338,2026-04-27,Breakfast,Oats & berries,213,Y
RESIDENT_01493,2026-04-11,Snack,Nasi lemak,580,N
RESIDENT_00120,2026-04-17,Dinner,Steamed fish & veg,252,Y
RESIDENT_01269,2026-05-18,Breakfast,Salad bowl,151,Y
RESIDENT_00575,2026-05-31,Dinner,Char kway teow,673,N
RESIDENT_00944,2026-06-03,Snack,Fruit bowl,321,Y
RESIDENT_00209,2026-05-10,Dinner,Chicken rice,706,N
RESIDENT_00104,2026-06-10,Breakfast,Oats & berries,395,Y
RESIDENT_00007,2026-05-27,Snack,Oats & berries,133,Y
RESIDENT_00309,2026-05-31,Breakfast,Wholegrain cereal,393,Y
RESIDENT_01023,2026-04-25,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00176,2026-05-15,Dinner,Bubble tea,690,N
RESIDENT_01136,2026-05-18,Lunch,Fried bee hoon,504,N
RESIDENT_01025,2026-05-24,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00513,2026-06-05,Lunch,Fried bee hoon,594,N
RESIDENT_00126,2026-04-24,Breakfast,Wholegrain cereal,303,Y
RESIDENT_00687,2026-05-29,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_01382,2026-04-19,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00934,2026-04-18,Breakfast,Chicken rice,810,N
RESIDENT_00214,2026-06-17,Breakfast,Fruit bowl,161,Y
RESIDENT_00379,2026-04-09,Breakfast,Oats & berries,247,Y
RESIDENT_00703,2026-06-27,Dinner,Chicken rice,775,N
RESIDENT_01350,2026-06-20,Dinner,Roti prata,696,N
RESIDENT_00908,2026-06-04,Lunch,Fruit bowl,243,Y
RESIDENT_00240,2026-06-11,Lunch,Steamed fish & veg,198,Y
RESIDENT_00988,2026-05-14,Breakfast,Oats & berries,292,Y
RESIDENT_00980,2026-05-03,Breakfast,Yong tau foo (soup),252,Y
RESIDENT_00806,2026-04-21,Dinner,Roti prata,541,N
RESIDENT_00688,2026-05-20,Lunch,Nasi lemak,529,N
RESIDENT_00876,2026-06-29,Breakfast,Steamed fish & veg,291,Y
RESIDENT_00039,2026-06-17,Dinner,Oats & berries,185,Y
RESIDENT_01116,2026-04-17,Snack,Bubble tea,531,N
RESIDENT_00836,2026-06-22,Snack,Fruit bowl,132,Y
RESIDENT_01125,2026-06-19,Dinner,Char kway teow,647,N
RESIDENT_01465,2026-04-19,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00400,2026-06-09,Dinner,Yong tau foo (soup),266,Y
RESIDENT_00681,2026-04-10,Breakfast,Fruit bowl,241,Y
RESIDENT_00303,2026-05-09,Breakfast,Yong tau foo (soup),287,Y
RESIDENT_01033,2026-05-24,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00137,2026-05-14,Dinner,Fried bee hoon,657,N
RESIDENT_01276,2026-06-05,Breakfast,Salad bowl,353,Y
RESIDENT_00798,2026-04-16,Breakfast,Chicken rice,801,N
RESIDENT_00536,2026-05-02,Breakfast,Bubble tea,538,N
RESIDENT_00929,2026-04-30,Snack,Bubble tea,642,N
RESIDENT_00447,2026-05-29,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_01091,2026-05-25,Snack,Steamed fish & veg,267,Y
RESIDENT_01323,2026-06-05,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00277,2026-05-01,Dinner,Laksa,453,N
RESIDENT_00044,2026-06-12,Snack,Fruit bowl,227,Y
RESIDENT_01191,2026-06-25,Breakfast,Yong tau foo (soup),381,Y
RESIDENT_00246,2026-04-09,Dinner,Char kway teow,563,N
RESIDENT_00667,2026-04-12,Snack,Yong tau foo (soup),216,Y
RESIDENT_01356,2026-04-21,Breakfast,Bubble tea,783,N
RESIDENT_01056,2026-05-10,Lunch,Yong tau foo (soup),206,Y
RESIDENT_00515,2026-06-13,Lunch,Roti prata,463,N
RESIDENT_01413,2026-05-25,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_01274,2026-06-03,Dinner,Roti prata,519,N
RESIDENT_00514,2026-06-14,Snack,Bubble tea,818,N
RESIDENT_01059,2026-05-10,Dinner,Salad bowl,185,Y
RESIDENT_01293,2026-04-07,Snack,Oats & berries,356,Y
RESIDENT_01043,2026-04-03,Snack,Nasi lemak,674,N
RESIDENT_00547,2026-04-19,Snack,Laksa,587,N
RESIDENT_00202,2026-05-14,Dinner,Wholegrain cereal,287,Y
RESIDENT_00237,2026-04-29,Lunch,Oats & berries,265,Y
RESIDENT_00116,2026-04-14,Dinner,Fried bee hoon,682,N
RESIDENT_00457,2026-05-07,Breakfast,Thunder tea rice,199,Y
RESIDENT_00630,2026-06-14,Dinner,Bubble tea,568,N
RESIDENT_01016,2026-04-10,Breakfast,Salad bowl,317,Y
RESIDENT_00039,2026-06-04,Snack,Fried bee hoon,568,N
RESIDENT_00407,2026-04-18,Snack,Nasi lemak,819,N
RESIDENT_00950,2026-04-20,Dinner,Yong tau foo (soup),317,Y
RESIDENT_00232,2026-06-29,Dinner,Chicken rice,668,N
RESIDENT_00710,2026-05-21,Breakfast,Laksa,655,N
RESIDENT_01488,2026-06-06,Snack,Oats & berries,319,Y
RESIDENT_00311,2026-05-11,Snack,Bubble tea,748,N
RESIDENT_01337,2026-05-19,Lunch,Chicken rice,686,N
RESIDENT_00199,2026-04-17,Breakfast,Salad bowl,313,Y
RESIDENT_01180,2026-06-20,Breakfast,Nasi lemak,530,N
RESIDENT_00995,2026-05-19,Lunch,Laksa,754,N
RESIDENT_00024,2026-05-01,Dinner,Wholegrain cereal,188,Y
RESIDENT_01088,2026-05-15,Breakfast,Wholegrain cereal,325,Y
RESIDENT_00923,2026-04-10,Snack,Salad bowl,374,Y
RESIDENT_00916,2026-05-30,Lunch,Fruit bowl,387,Y
RESIDENT_01012,2026-06-16,Dinner,Nasi lemak,715,N
RESIDENT_00207,2026-04-25,Lunch,Chicken rice,817,N
RESIDENT_00797,2026-05-25,Breakfast,Laksa,837,N
RESIDENT_00626,2026-05-22,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_01144,2026-06-09,Breakfast,Wholegrain cereal,185,Y
RESIDENT_00750,2026-04-14,Dinner,Fried bee hoon,776,N
RESIDENT_00433,2026-04-01,Dinner,Wholegrain cereal,341,Y
RESIDENT_01050,2026-05-27,Lunch,Roti prata,625,N
RESIDENT_01313,2026-04-11,Breakfast,Thunder tea rice,362,Y
RESIDENT_01445,2026-05-29,Breakfast,Yong tau foo (soup),303,Y
RESIDENT_00760,2026-06-06,Dinner,Steamed fish & veg,361,Y
RESIDENT_00932,2026-05-26,Snack,Yong tau foo (soup),403,Y
RESIDENT_00116,2026-06-15,Breakfast,Char kway teow,465,N
RESIDENT_00873,2026-06-11,Dinner,Chicken rice,674,N
RESIDENT_00324,2026-05-04,Dinner,Char kway teow,678,N
RESIDENT_01040,2026-06-22,Breakfast,Oats & berries,299,Y
RESIDENT_00875,2026-04-13,Snack,Roti prata,583,N
RESIDENT_00981,2026-04-26,Dinner,Fried bee hoon,453,N
RESIDENT_01122,2026-05-20,Breakfast,Laksa,468,N
RESIDENT_00940,2026-04-14,Lunch,Fruit bowl,172,Y
RESIDENT_01139,2026-06-15,Lunch,Chicken rice,471,N
RESIDENT_00757,2026-04-23,Breakfast,Wholegrain cereal,309,Y
RESIDENT_00461,2026-05-21,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_01418,2026-06-02,Breakfast,Thunder tea rice,342,Y
RESIDENT_00690,2026-05-04,Dinner,Yong tau foo (soup),271,Y
RESIDENT_00768,2026-05-16,Lunch,Fruit bowl,171,Y
RESIDENT_00432,2026-05-27,Snack,Fruit bowl,220,Y
RESIDENT_00909,2026-05-01,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_00380,2026-05-20,Breakfast,Roti prata,549,N
RESIDENT_01420,2026-04-08,Lunch,Nasi lemak,642,N
RESIDENT_00919,2026-06-05,Lunch,Fried bee hoon,649,N
RESIDENT_00233,2026-06-12,Snack,Fruit bowl,325,Y
RESIDENT_01445,2026-05-01,Dinner,Thunder tea rice,144,Y
RESIDENT_00043,2026-05-22,Snack,Steamed fish & veg,139,Y
RESIDENT_00174,2026-06-15,Dinner,Fruit bowl,150,Y
RESIDENT_00300,2026-06-29,Breakfast,Oats & berries,234,Y
RESIDENT_01072,2026-06-22,Lunch,Fried bee hoon,452,N
RESIDENT_00337,2026-06-28,Lunch,Oats & berries,387,Y
RESIDENT_00154,2026-06-21,Breakfast,Oats & berries,255,Y
RESIDENT_01175,2026-04-12,Lunch,Bubble tea,660,N
RESIDENT_01363,2026-04-26,Breakfast,Wholegrain cereal,335,Y
RESIDENT_00102,2026-06-18,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00963,2026-04-06,Lunch,Thunder tea rice,178,Y
RESIDENT_01267,2026-05-16,Breakfast,Yong tau foo (soup),394,Y
RESIDENT_00360,2026-04-07,Dinner,Chicken rice,807,N
RESIDENT_00649,2026-04-14,Breakfast,Salad bowl,270,Y
RESIDENT_00144,2026-05-13,Lunch,Nasi lemak,470,N
RESIDENT_00312,2026-04-12,Dinner,Roti prata,834,N
RESIDENT_00450,2026-05-24,Lunch,Bubble tea,700,N
RESIDENT_01293,2026-05-03,Breakfast,Wholegrain cereal,185,Y
RESIDENT_01331,2026-06-20,Snack,Oats & berries,148,Y
RESIDENT_00640,2026-05-07,Dinner,Fried bee hoon,533,N
RESIDENT_00337,2026-05-11,Snack,Thunder tea rice,331,Y
RESIDENT_01302,2026-05-03,Breakfast,Laksa,801,N
RESIDENT_01358,2026-06-17,Breakfast,Salad bowl,399,Y
RESIDENT_00813,2026-05-02,Snack,Roti prata,813,N
RESIDENT_00024,2026-05-24,Lunch,Thunder tea rice,381,Y
RESIDENT_00021,2026-04-01,Lunch,Wholegrain cereal,342,Y
RESIDENT_00151,2026-06-14,Lunch,Fried bee hoon,502,N
RESIDENT_00412,2026-05-30,Breakfast,Yong tau foo (soup),291,Y
RESIDENT_00533,2026-05-27,Breakfast,Salad bowl,337,Y
RESIDENT_01121,2026-05-21,Breakfast,Steamed fish & veg,224,Y
RESIDENT_00957,2026-05-14,Lunch,Char kway teow,502,N
RESIDENT_01023,2026-06-30,Snack,Kopi-O (no sugar),5,Y
RESIDENT_01090,2026-05-02,Dinner,Bubble tea,610,N
RESIDENT_00433,2026-05-26,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00314,2026-06-09,Dinner,Wholegrain cereal,160,Y
RESIDENT_01010,2026-04-18,Dinner,Fried bee hoon,485,N
RESIDENT_01499,2026-05-20,Dinner,Fruit bowl,194,Y
RESIDENT_00234,2026-06-23,Lunch,Roti prata,565,N
RESIDENT_00739,2026-06-12,Breakfast,Nasi lemak,799,N
RESIDENT_00915,2026-05-07,Breakfast,Steamed fish & veg,322,Y
RESIDENT_00049,2026-04-02,Breakfast,Oats & berries,300,Y
RESIDENT_00574,2026-04-16,Lunch,Oats & berries,320,Y
RESIDENT_00018,2026-05-21,Lunch,Salad bowl,209,Y
RESIDENT_01211,2026-04-12,Snack,Salad bowl,291,Y
RESIDENT_00632,2026-06-06,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00810,2026-05-07,Snack,Oats & berries,142,Y
RESIDENT_00141,2026-06-08,Breakfast,Chicken rice,631,N
RESIDENT_01474,2026-04-30,Breakfast,Wholegrain cereal,198,Y
RESIDENT_00868,2026-06-02,Snack,Roti prata,741,N
RESIDENT_00484,2026-05-05,Dinner,Chicken rice,544,N
RESIDENT_00397,2026-06-29,Breakfast,Fried bee hoon,566,N
RESIDENT_00346,2026-04-30,Dinner,Roti prata,456,N
RESIDENT_00337,2026-05-18,Lunch,Roti prata,768,N
RESIDENT_00921,2026-06-20,Snack,Laksa,538,N
RESIDENT_00901,2026-05-16,Snack,Steamed fish & veg,257,Y
RESIDENT_01102,2026-05-27,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_01340,2026-05-29,Snack,Chicken rice,827,N
RESIDENT_00637,2026-05-20,Lunch,Laksa,472,N
RESIDENT_00503,2026-04-25,Snack,Oats & berries,342,Y
RESIDENT_01485,2026-04-07,Dinner,Thunder tea rice,334,Y
RESIDENT_00199,2026-06-08,Breakfast,Yong tau foo (soup),174,Y
RESIDENT_00605,2026-04-02,Dinner,Steamed fish & veg,182,Y
RESIDENT_00225,2026-05-13,Dinner,Thunder tea rice,332,Y
RESIDENT_00706,2026-04-12,Breakfast,Char kway teow,507,N
RESIDENT_01451,2026-04-27,Snack,Roti prata,540,N
RESIDENT_00865,2026-04-01,Dinner,Oats & berries,304,Y
RESIDENT_00737,2026-04-20,Breakfast,Bubble tea,567,N
RESIDENT_00997,2026-04-03,Snack,Chicken rice,703,N
RESIDENT_01175,2026-06-29,Dinner,Fried bee hoon,569,N
RESIDENT_00017,2026-04-13,Lunch,Char kway teow,602,N
RESIDENT_00336,2026-06-15,Dinner,Char kway teow,590,N
RESIDENT_00133,2026-05-21,Snack,Wholegrain cereal,259,Y
RESIDENT_00160,2026-04-08,Snack,Nasi lemak,757,N
RESIDENT_01380,2026-04-22,Lunch,Thunder tea rice,209,Y
RESIDENT_01484,2026-04-20,Snack,Steamed fish & veg,230,Y
RESIDENT_00127,2026-05-05,Dinner,Thunder tea rice,147,Y
RESIDENT_01009,2026-05-11,Lunch,Nasi lemak,624,N
RESIDENT_00455,2026-05-03,Breakfast,Oats & berries,352,Y
RESIDENT_01045,2026-05-11,Snack,Nasi lemak,549,N
